307	41.69	39.74	39.37	41.47	44.77	41.64	41.68	32.49
308	41.64	39.66	39.28	41.41	44.67	41.54	41.57	32.51
309	41.59	39.58	39.20	41.35	44.56	41.45	41.45	32.53
310	41.54	39.52	39.12	41.29	44.46	41.35	41.35	32.55
311	41.49	39.44	39.04	41.23	44.36	41.27	41.24	32.57
312	41.45	39.37	38.96	41.18	44.25	41.18	41.14	32.58
313	41.40	39.30	38.88	41.12	44.15	41.09	41.03	32.59
314	41.35	39.24	38.81	41.07	44.05	41.00	40.93	32.62
315	41.30	39.17	38.74	41.01	43.95	40.91	40.82	32.63
316	41.25	39.11	38.66	40.95	43.85	40.83	40.72	32.65
317	41.21	39.05	38.60	40.90	43.75	40.75	40.62	32.66
318	41.16	38.98	38.52	40.84	43.65	40.66	40.52	32.67
319	41.11	38.92	38.46	40.79	43.56	40.59	40.43	32.69
320	41.06	38.86	38.39	40.73	43.46	40.50	40.34	32.71
321	41.02	38.80	38.33	40.68	43.36	40.42	40.24	32.73
322	40.97	38.75	38.27	40.63	43.27	40.35	40.15	32.74
323	40.92	38.69	38.20	40.57	43.18	40.27	40.06	32.76
324	40.88	38.63	38.15	40.52	43.08	40.20	39.97	32.77
325	40.83	38.58	38.09	40.47	42.99	40.12	39.88	32.78
326	40.78	38.53	38.03	40.41	42.90	40.05	39.79	32.79
327	40.74	38.47	37.98	40.37	42.80	39.97	39.70	32.81
328	40.69	38.42	37.92	40.31	42.71	39.91	39.62	32.81
329	40.65	38.37	37.87	40.26	42.62	39.83	39.53	32.83
330	40.60	38.32	37.82	40.21	42.54	39.76	39.45	32.84
331	40.56	38.28	37.77	40.16	42.44	39.69	39.37	32.86
332	40.51	38.23	37.72	40.11	42.36	39.63	39.28	32.87
333	40.47	38.18	37.67	40.06	42.27	39.56	39.20	32.87
334	40.42	38.13	37.62	40.01	42.18	39.50	39.12	32.89
335	40.38	38.09	37.57	39.96	42.10	39.43	39.05	32.90
336	40.33	38.05	37.53	39.92	42.01	39.37	38.97	32.91
337	40.29	38.00	37.48	39.87	41.93	39.30	38.90	32.92
338	40.25	37.96	37.44	39.82	41.85	39.24	38.82	32.93
339	40.21	37.92	37.39	39.77	41.77	39.17	38.75	32.94
340	40.17	37.88	37.35	39.72	41.69	39.11	38.67	32.94
341	40.12	37.84	37.31	39.68	41.60	39.06	38.60	32.96
342	40.08	37.80	37.28	39.63	41.52	39.00	38.53	32.96
343	40.04	37.76	37.24	39.58	41.44	38.94	38.47	32.97
344	39.99	37.73	37.19	39.53	41.36	38.88	38.40	32.98
345	39.95	37.68	37.16	39.49	41.29	38.82	38.33	32.98
346	39.91	37.65	37.13	39.45	41.21	38.77	38.26	33.00
347	39.87	37.62	37.09	39.40	41.13	38.71	38.20	33.00
348	39.83	37.58	37.05	39.35	41.06	38.66	38.14	33.01
349	39.79	37.54	37.01	39.31	40.98	38.61	38.07	33.01
350	39.75	37.51	36.98	39.27	40.91	38.55	38.00	33.02
351	39.71	37.47	36.95	39.22	40.84	38.49	37.95	33.03
352	39.67	37.44	36.91	39.18	40.76	38.45	37.89	33.03
353	39.63	37.41	36.89	39.13	40.69	38.39	37.83	33.04
354	39.59	37.37	36.85	39.09	40.62	38.35	37.76	33.04
355	39.56	37.35	36.82	39.05	40.55	38.29	37.71	33.04
356	39.51	37.32	36.80	39.01	40.48	38.24	37.65	33.05
357	39.48	37.29	36.76	38.96	40.41	38.19	37.59	33.06
358	39.44	37.26	36.73	38.92	40.34	38.15	37.54	33.06
359	39.40	37.23	36.71	38.88	40.27	38.10	37.48	33.06
360	39.36	37.20	36.68	38.84	40.21	38.06	37.43	33.06
361	39.33	37.18	36.65	38.80	40.14	38.01	37.38	33.07
362	39.29	37.15	36.63	38.76	40.08	37.96	37.33	33.07
363	39.25	37.13	36.60	38.72	40.01	37.92	37.27	33.08
364	39.22	37.10	36.58	38.68	39.94	37.87	37.22	33.08
365	39.18	37.07	36.55	38.64	39.88	37.83	37.18	33.08
366	39.14	37.05	36.53	38.60	39.82	37.79	37.13	33.09
367	39.11	37.02	36.51	38.56	39.75	37.74	37.09	33.09
368	39.07	37.00	36.49	38.52	39.69	37.70	37.03	33.08
369	39.03	36.97	36.47	38.49	39.63	37.66	36.99	33.09
370	39.00	36.95	36.44	38.45	39.56	37.62	36.94	33.10
371	38.97	36.93	36.42	38.41	39.51	37.58	36.90	33.09
372	38.93	36.90	36.40	38.38	39.44	37.55	36.85	33.10
373	38.90	36.89	36.38	38.34	39.38	37.51	36.81	33.10
374	38.86	36.86	36.36	38.30	39.32	37.46	36.76	33.10
375	38.83	36.84	36.35	38.26	39.27	37.43	36.72	33.10
376	38.80	36.82	36.33	38.23	39.21	37.38	36.68	33.10
377	38.76	36.80	36.31	38.19	39.15	37.35	36.64	33.10
378	38.73	36.78	36.29	38.16	39.10	37.32	36.60	33.10
379	38.70	36.76	36.27	38.12	39.04	37.28	36.56	33.10
380	38.66	36.74	36.26	38.09	38.98	37.24	36.52	33.10
381	38.63	36.72	36.24	38.05	38.92	37.21	36.49	33.10
382	38.60	36.70	36.22	38.02	38.87	37.17	36.45	33.10
383	38.57	36.68	36.21	37.99	38.82	37.14	36.41	33.10
384	38.54	36.66	36.19	37.96	38.77	37.11	36.37	33.11
385	38.50	36.64	36.17	37.92	38.72	37.07	36.34	33.10
386	38.47	36.62	36.16	37.89	38.66	37.04	36.30	33.11
387	38.44	36.61	36.15	37.86	38.61	37.00	36.27	33.10
388	38.41	36.59	36.13	37.83	38.56	36.98	36.24	33.10
389	38.38	36.57	36.11	37.80	38.51	36.95	36.20	33.10
390	38.35	36.56	36.10	37.76	38.46	36.91	36.17	33.10
391	38.32	36.54	36.09	37.73	38.41	36.88	36.13	33.10
392	38.29	36.52	36.08	37.70	38.36	36.86	36.10	33.10
393	38.26	36.51	36.07	37.67	38.31	36.82	36.07	33.09
394	38.23	36.49	36.05	37.64	38.26	36.79	36.04	33.09
395	38.20	36.48	36.04	37.61	38.22	36.76	36.01	33.09
396	38.17	36.46	36.03	37.58	38.17	36.74	35.98	33.09
397	38.14	36.44	36.02	37.55	38.13	36.70	35.95	33.09
398	38.11	36.43	36.01	37.52	38.08	36.68	35.92	33.08
399	38.08	36.42	35.99	37.49	38.03	36.65	35.90	33.08
400	38.06	36.40	35.98	37.46	37.99	36.62	35.87	33.08
401	38.03	36.38	35.97	37.43	37.94	36.60	35.84	33.08
402	38.00	36.38	35.97	37.41	37.90	36.59	35.82	33.08
403	37.97	36.39	36.00	37.38	37.86	36.65	35.79	33.08
404	37.94	36.43	36.06	37.35	37.82	36.76	35.77	33.07
405	37.92	36.49	36.16	37.33	37.77	36.94	35.74	33.07
406	37.89	36.59	36.29	37.29	37.74	37.16	35.72	33.07
407	37.86	36.72	36.47	37.27	37.71	37.45	35.70	33.07
408	37.84	36.88	36.67	37.24	37.70	37.77	35.70	33.06
409	37.82	37.06	36.92	37.21	37.68	38.11	35.70	33.06
410	37.79	37.26	37.18	37.19	37.68	38.49	35.70	33.06
411	37.76	37.49	37.45	37.17	37.70	38.87	35.71	33.06
